skin_name,mean_price_usd,mean_pct_change,volatility,mean_deviation,spike_count,min_price_3day,risky_label,risk_score_SVM,safe_price_usd_SVM,safe_price_usd_ML
AK-47 | Emerald Pinstripe (Field-Tested),2.033333333333333,0.0033557046979865,0.085489665922987,0.0001132897603485,0,2.0,0,0,2.033333333333333,1.7068178470325437
AK-47 | Emerald Pinstripe (Minimal Wear),4.113333333333333,0.0042984979226589,0.0943262647338114,0.0016503526609861,0,4.0,0,0,4.113333333333333,4.0
AK-47 | Emerald Pinstripe (Well-Worn),1.7533333333333334,0.023489932885906,0.2420043727952503,0.0012003367003366,7,1.0,1,1,1.315,1.0
AK-47 | Fire Serpent (Battle-Scarred),588.2364864864865,5.792598775573044e-05,0.0288454089036935,-0.0005362965570868,0,548.0,0,0,588.2364864864865,548.0
AK-47 | Fire Serpent (Factory New),3385.1,0.0019413732808156,0.0474041176651697,0.0028291085582193,0,3311.0,0,0,3385.1,3311.0
AK-47 | Fire Serpent (Field-Tested),912.3266666666668,-3.046058657961994e-05,0.0370327455151392,-0.0026946175989579,0,721.0,0,0,912.3266666666668,721.0
AK-47 | Fire Serpent (Minimal Wear),1711.3533333333332,0.0011398600151076,0.052456868514827,-0.0005470961056583,0,1324.0,0,0,1711.3533333333332,1324.0
AK-47 | Fire Serpent (Well-Worn),834.2671755725191,0.0058887403063082,0.071801470389357,0.0040251712889762,0,704.0,0,0,834.2671755725191,704.0
AK-47 | First Class (Battle-Scarred),130.06034482758622,0.0095868874569267,0.1252907110128659,0.0083756276962195,3,119.0,0,0,130.06034482758622,119.0
AK-47 | First Class (Factory New),209.11805555555557,0.0096008059968615,0.1159138331382859,0.012803814173259,2,247.0,0,0,209.11805555555557,208.12409086312618
AK-47 | First Class (Field-Tested),101.07534246575342,0.0003249257119523,0.0357302030961039,-0.0004677342434153,0,91.0,0,0,101.07534246575342,91.0
AK-47 | First Class (Minimal Wear),144.95238095238096,0.0033514034585507,0.0615807647856198,0.0049397482240715,0,143.0,0,0,144.95238095238096,143.0
AK-47 | First Class (Well-Worn),102.94326241134752,0.0019586197481703,0.0440237766864129,0.0037495041410224,0,104.0,0,0,102.94326241134752,102.94326241134752
AK-47 | Frontside Misty (Battle-Scarred),13.186666666666667,0.0005754871526683,0.046589592814854,-0.0011997358165344,0,12.0,0,0,13.186666666666667,12.0
AK-47 | Frontside Misty (Factory New),145.93333333333334,0.0079624977258556,0.0763183719457867,0.0166333814833127,0,151.0,0,0,145.93333333333334,145.0542579836736
AK-47 | Frontside Misty (Field-Tested),14.166666666666666,0.0013329856746753,0.0527588070861111,0.0001663605160245,0,14.0,0,0,14.166666666666666,14.0
AK-47 | Frontside Misty (Minimal Wear),32.42,0.003054117836312,0.0717565666508317,0.0025595321278829,0,28.0,0,0,32.42,28.0
AK-47 | Frontside Misty (Well-Worn),13.553333333333333,0.0007602297031827,0.0394783730540288,-0.000706620156585,0,13.0,0,0,13.553333333333333,12.826216958088855
AK-47 | Fuel Injector (Battle-Scarred),150.06666666666666,-0.0019247246030593,0.0320421962560688,-0.007529375466598,0,112.0,0,0,150.06666666666666,112.0
AK-47 | Fuel Injector (Factory New),761.72,0.0032559126879082,0.0464128665621511,0.0050964321186577,0,724.0,0,0,761.72,724.0
AK-47 | Fuel Injector (Field-Tested),227.42,-0.0006448881524956,0.0407326915393181,-0.0051718560302475,0,156.0,0,0,227.42,156.0
AK-47 | Fuel Injector (Minimal Wear),306.7933333333333,0.0003144815387828,0.04371846995632,-0.0028247862778057,0,239.0,0,0,306.7933333333333,239.0
AK-47 | Fuel Injector (Well-Worn),175.39333333333337,-0.001608645028371,0.0406993691991902,-0.0071694742203842,0,121.0,0,0,175.39333333333337,121.0
AK-47 | Gold Arabesque (Battle-Scarred),1808.088888888889,0.0001515430828786,0.0269432238311427,-0.0007231549014436,0,1687.0,0,0,1808.088888888889,1687.0
AK-47 | Gold Arabesque (Factory New),5170.586666666667,0.0014275045422823,0.0399264316003932,0.0015245980313969,0,4226.0,0,0,5170.586666666667,4226.0
AK-47 | Gold Arabesque (Field-Tested),2323.733333333333,0.0002393518643313,0.0473428954611838,-0.0033655420490334,0,1803.0,0,0,2323.733333333333,1803.0
AK-47 | Gold Arabesque (Minimal Wear),3259.48,0.000344027818149,0.0380940410531638,-0.0013893337122209,0,2747.0,0,0,3259.48,2747.0
AK-47 | Gold Arabesque (Well-Worn),1973.683823529412,-1.5231971369404988e-05,0.0237075486473362,-0.0006737480759584,0,1953.0,0,0,1973.683823529412,1953.0
AK-47 | Green Laminate (Factory New),45.68,0.0104501755337323,0.1076606991753743,0.0188666204545689,1,56.0,0,0,45.68,44.05901171752361
AK-47 | Green Laminate (Field-Tested),18.773333333333333,0.0035030946545196,0.067232313270936,0.0049334008208526,1,22.0,0,0,18.773333333333333,17.811422792207985
AK-47 | Green Laminate (Minimal Wear),19.886666666666667,0.0027392470945985,0.0549786882238966,0.0046566720779562,0,22.0,0,0,19.886666666666667,18.894472987240462
AK-47 | Green Laminate (Well-Worn),37.252252252252255,0.004609251541335,0.0679890143533253,0.0084452967746995,0,37.0,0,0,37.252252252252255,37.0
AK-47 | Head Shot (Battle-Scarred),4.446666666666666,0.0315592532786103,0.3588030663103392,0.0340962037004186,3,18.0,1,1,3.335,4.090716476083681
AK-47 | Head Shot (Factory New),70.08666666666667,0.0078717116761166,0.0744525534205952,0.0159407573319951,0,91.0,0,0,70.08666666666667,68.70186520821056
AK-47 | Head Shot (Field-Tested),6.446666666666666,0.015877633285741,0.1741730666158195,0.0254130281870667,2,16.0,0,0,6.446666666666666,6.038515311216271
AK-47 | Head Shot (Minimal Wear),14.686666666666667,0.0116311412082237,0.1068732497071921,0.0214792762853808,2,33.0,0,0,14.686666666666667,14.55980251402412
AK-47 | Head Shot (Well-Worn),4.74,0.0236489491593175,0.2003029391552127,0.0342321354200866,4,17.0,0,0,4.74,4.4227473947370575
AK-47 | Hydroponic (Battle-Scarred),913.2105263157896,0.0022372684162976,0.0520539850467375,0.0048650222337,0,843.0,0,0,913.2105263157896,843.0
AK-47 | Hydroponic (Factory New),5960.3,0.0043869018891047,0.0442866865644578,0.0100968096946402,0,7016.0,0,0,5960.3,5960.3
AK-47 | Hydroponic (Field-Tested),1545.3866666666668,0.0023202555242769,0.0565139157533121,0.0032440349036494,0,1741.0,0,0,1545.3866666666668,1539.541796512016
AK-47 | Hydroponic (Minimal Wear),2854.9733333333334,0.002580177294733,0.0586717308622183,0.0027950755130851,0,2958.0,0,0,2854.9733333333334,2794.281465411594
AK-47 | Hydroponic (Well-Worn),1204.301724137931,0.0012396641535702,0.0477981112627734,0.0010171825160444,0,1183.0,0,0,1204.301724137931,1183.0
AK-47 | Ice Coaled (Battle-Scarred),2.48,0.0055928411633109,0.1103096028319081,0.0008877708978328,0,3.0,0,0,2.48,2.4624135815049613
AK-47 | Ice Coaled (Factory New),15.3,0.0033475906005734,0.0702044128778986,0.0036785844428546,0,14.0,0,0,15.3,14.0
AK-47 | Ice Coaled (Field-Tested),3.0733333333333333,0.0022371364653243,0.0684627898682895,0.0018497070578059,0,4.0,0,0,3.0733333333333333,2.84019251422656
AK-47 | Ice Coaled (Minimal Wear),6.54,0.000918823905401,0.0432495178158345,0.0006778677363538,0,7.0,0,0,6.54,6.038515311216271
AK-47 | Ice Coaled (Well-Worn),3.5933333333333333,0.0033557046979865,0.083826913626188,0.0004085485099977,0,4.0,0,0,3.5933333333333333,3.1681932826923838
AK-47 | Inheritance (Battle-Scarred),54.41333333333333,-0.001376645772345,0.0334290102972765,-0.0056255147996364,0,45.0,0,0,54.41333333333333,45.0
AK-47 | Inheritance (Factory New),209.66666666666663,0.0005553343376474,0.0450374068817547,-0.0015930134845041,0,166.0,0,0,209.66666666666663,166.0
AK-47 | Inheritance (Field-Tested),65.54666666666667,-0.0021663782782395,0.0307520398257717,-0.0078968456395138,0,50.0,0,0,65.54666666666667,50.0
AK-47 | Inheritance (Minimal Wear),119.54,-0.0015216651581604,0.0340754966002443,-0.0069066930442476,0,84.0,0,0,119.54,84.0
AK-47 | Inheritance (Well-Worn),61.473333333333336,-0.0013216110498839,0.0318924296700221,-0.0069060915057204,0,47.0,0,0,61.473333333333336,47.0
AK-47 | Jaguar (Battle-Scarred),68.83673469387755,0.0003658143187773,0.0386958575181719,-0.0002673871752031,0,61.0,0,0,68.83673469387755,61.0
AK-47 | Jaguar (Factory New),430.4533333333333,0.0064024463489429,0.0666472686265813,0.0142021984007317,0,576.0,0,0,430.4533333333333,427.91764972536663
AK-47 | Jaguar (Field-Tested),80.25333333333333,-0.0013806790380961,0.049491627075366,-0.0077940763987253,0,62.0,0,0,80.25333333333333,62.0
AK-47 | Jaguar (Minimal Wear),186.1266666666667,0.0025243991705598,0.0672815087245579,0.0009516119379596,0,153.0,0,0,186.1266666666667,153.0
AK-47 | Jaguar (Well-Worn),64.19333333333333,-0.000153951981697,0.043834618479027,-0.0021819239959618,0,59.0,0,0,64.19333333333333,59.0
AK-47 | Jet Set (Battle-Scarred),313.08029197080293,0.0006199315795051,0.0345976123119249,-0.0017110576232283,0,274.0,0,0,313.08029197080293,274.0
AK-47 | Jet Set (Factory New),1021.8767123287672,0.0046907467267246,0.0497777161334583,0.0110249262635575,0,1291.0,0,0,1021.8767123287672,1020.7714202154252
AK-47 | Jet Set (Field-Tested),384.5068493150685,0.004018389217218,0.0883029822967154,0.0013943201123827,1,323.0,0,0,384.5068493150685,323.0
AK-47 | Jet Set (Minimal Wear),532.5102040816327,0.0013451294077204,0.0385912561993287,0.002393582495485,0,562.0,0,0,532.5102040816327,530.9942202515805
AK-47 | Jet Set (Well-Worn),331.40845070422534,0.0055540604500659,0.1064622820571267,0.0033899405250687,1,341.0,0,0,331.40845070422534,328.17348268078786
AK-47 | Jungle Spray (Battle-Scarred),3.918918918918919,0.0035147392290249,0.1328935568795958,-0.0001359530700889,2,2.0,0,0,3.918918918918919,2.0
AK-47 | Jungle Spray (Factory New),142.5,0.0073056951233297,0.112687255937576,0.0064959146264465,2,139.0,0,0,142.5,139.0
AK-47 | Jungle Spray (Field-Tested),3.8733333333333335,0.0025087887503994,0.073100229370091,0.0009938530528563,0,4.0,0,0,3.8733333333333335,3.8392250231312928
AK-47 | Jungle Spray (Minimal Wear),11.846666666666666,0.0032882377245818,0.0649685800978665,0.0057763249694385,0,12.0,0,0,11.846666666666666,11.570640403634973
AK-47 | Jungle Spray (Well-Worn),4.524822695035461,0.0085801103658246,0.1460291556513081,0.0124650138936213,3,5.0,0,0,4.524822695035461,4.16221760236537
AK-47 | Leet Museo (Battle-Scarred),46.07382550335571,0.0058311621954354,0.1112127407238846,0.0028520424902692,2,43.0,0,0,46.07382550335571,43.0
AK-47 | Leet Museo (Factory New),503.3933333333333,0.0071637716915623,0.0659941902011071,0.0151146412891411,0,640.0,0,0,503.3933333333333,499.36714415494595
AK-47 | Leet Museo (Field-Tested),99.92666666666666,0.0063493787871002,0.0708392793868405,0.0109633710079064,0,118.0,0,0,99.92666666666666,98.1134929655322
AK-47 | Leet Museo (Minimal Wear),213.2933333333333,0.0078190157590586,0.0786787694847083,0.0133205369359348,0,253.0,0,0,213.2933333333333,210.84619564883454
AK-47 | Leet Museo (Well-Worn),51.10666666666667,0.0046523383932259,0.0943082762471457,0.0036796363392306,1,55.0,0,0,51.10666666666667,50.649157453947275
AK-47 | Legion of Anubis (Battle-Scarred),5.1066666666666665,0.0255365680947994,0.2743304471532993,0.0339138448004139,3,18.0,1,0,5.1066666666666665,4.677703537593261
AK-47 | Legion of Anubis (Factory New),33.7,0.0114336928606813,0.0951694224900245,0.022609138639747,0,35.0,0,0,33.7,32.83147888767901
AK-47 | Legion of Anubis (Field-Tested),5.526666666666666,0.0197363515051611,0.2335092716357667,0.0296429471622835,3,18.0,0,0,5.526666666666666,5.394870823176844
AK-47 | Legion of Anubis (Minimal Wear),9.066666666666666,0.0124566081118536,0.1225871964322855,0.0211471767851485,1,19.0,0,0,9.066666666666666,9.066666666666666
AK-47 | Legion of Anubis (Well-Worn),6.566666666666666,0.0165901330507476,0.1802782510402405,0.0281592953297894,2,19.0,0,0,6.566666666666666,6.038515311216271
AK-47 | Midnight Laminate (Battle-Scarred),8.186666666666667,-0.0052081773558283,0.0732693257042678,-0.0231120220265156,0,4.0,0,0,8.186666666666667,4.0
AK-47 | Midnight Laminate (Factory New),60.9,0.0001797802528723,0.0693717424969254,-0.0060605729198907,0,38.0,0,0,60.9,38.0
AK-47 | Midnight Laminate (Field-Tested),10.22,-0.0031624908845595,0.044411432304078,-0.0102969904947215,0,7.0,0,0,10.22,7.0
AK-47 | Midnight Laminate (Minimal Wear),32.06,-0.002646811282971,0.0454507213582979,-0.0116062785025129,0,20.0,0,0,32.06,20.0
AK-47 | Midnight Laminate (Well-Worn),10.433333333333334,-0.0021670909254801,0.0560518105543885,-0.0102416482795719,0,8.0,0,0,10.433333333333334,8.0
AK-47 | Neon Revolution (Battle-Scarred),21.35333333333333,0.0104171713693368,0.1056341056343624,0.0175328367578933,1,42.0,0,0,21.35333333333333,21.148788630136423
AK-47 | Neon Revolution (Factory New),201.58666666666667,0.0086283569633761,0.0844157220999745,0.0144835500977092,0,204.0,0,0,201.58666666666667,198.2771596467128
AK-47 | Neon Revolution (Field-Tested),21.56,0.0089802511174185,0.078980511359133,0.0172961223036683,1,40.0,0,0,21.56,21.301448402267084
AK-47 | Neon Revolution (Minimal Wear),42.153333333333336,0.0059409147885326,0.069429537482105,0.0089532650469855,0,47.0,0,0,42.153333333333336,41.52005848986618
AK-47 | Neon Revolution (Well-Worn),27.25170068027211,0.0098705651556109,0.1062227544945998,0.0146130217809519,2,39.0,0,0,27.25170068027211,27.25170068027211
AK-47 | Neon Rider (Battle-Scarred),38.62,0.0001661233388964,0.0370255728239077,-0.0008559508373884,0,38.0,0,0,38.62,37.93579962801473
AK-47 | Neon Rider (Factory New),262.84,0.0032209354042411,0.0720315272563669,0.0012505282356215,0,202.0,0,0,262.84,202.0
AK-47 | Neon Rider (Field-Tested),39.76,-0.0001400260685525,0.0335654607524206,-0.0018810503473272,0,37.0,0,0,39.76,37.0
AK-47 | Neon Rider (Minimal Wear),82.74,-0.0011060104009141,0.0444372923187169,-0.0066451882241684,0,59.0,0,0,82.74,59.0
AK-47 | Neon Rider (Well-Worn),45.18620689655173,0.000480277621971,0.031563941051545,-0.0019489310117314,0,40.0,0,0,45.18620689655173,40.0
AK-47 | Nightwish (Battle-Scarred),5.333333333333333,0.0403163705935456,0.4197325781350646,0.0470309350910352,4,28.0,1,1,4.0,5.128830029512675
AK-47 | Nightwish (Factory New),84.36,0.0059684292605564,0.0646251920038287,0.0118241914601215,0,83.0,0,0,84.36,83.0
AK-47 | Nightwish (Field-Tested),7.693333333333333,0.0232446732789763,0.2221832659775338,0.0380822872839574,4,29.0,0,0,7.693333333333333,7.6926186060264135
AK-47 | Nightwish (Minimal Wear),15.686666666666667,0.0107950165649066,0.1067516533268817,0.0209348919664644,1,33.0,0,0,15.686666666666667,15.537145684894384
AK-47 | Nightwish (Well-Worn),6.26,0.0266825910055799,0.2675199919733069,0.0416748900505368,4,28.0,1,0,6.26,5.957485818278903
AK-47 | Nouveau Rouge (Battle-Scarred),21.9,-0.0057635588289025,0.0495583862561716,-0.0194560432848668,0,13.0,0,0,21.9,13.0
AK-47 | Nouveau Rouge (Factory New),324.58666666666664,0.0001426093393327,0.056494750766733,-0.0052616765081192,0,229.0,0,0,324.58666666666664,229.0
AK-47 | Nouveau Rouge (Field-Tested),62.03333333333333,-0.0057543651052587,0.0378826161056842,-0.0198217438781409,0,26.0,0,0,62.03333333333333,26.0
AK-47 | Nouveau Rouge (Minimal Wear),149.33333333333334,-0.0031979688482596,0.0451377220216315,-0.013568571401299,0,76.0,0,0,149.33333333333334,76.0
AK-47 | Nouveau Rouge (Well-Worn),22.473333333333333,-0.0057151350554499,0.0396974511762749,-0.0187521223603972,0,14.0,0,0,22.473333333333333,14.0
AK-47 | Olive Polycam (Battle-Scarred),0.0,,,,0,0.0,0,0,0.0,0.0
AK-47 | Olive Polycam (Factory New),0.3733333333333333,inf,,0.1099182710293821,18,0.0,1,1,0.27999999999999997,0.0
AK-47 | Olive Polycam (Field-Tested),0.0,,,,0,0.0,0,0,0.0,0.0
AK-47 | Olive Polycam (Minimal Wear),0.0,,,,0,0.0,0,0,0.0,0.0
AK-47 | Olive Polycam (Well-Worn),0.0,,,,0,0.0,0,0,0.0,0.0
AK-47 | Orbit Mk01 (Battle-Scarred),24.58,0.006101678089025,0.0826554021080045,0.0081457326199791,0,26.0,0,0,24.58,23.752184581920865
AK-47 | Orbit Mk01 (Factory New),77.71333333333334,0.0086334749455057,0.0922871190799572,0.0127623558312406,0,63.0,0,0,77.71333333333334,63.0
AK-47 | Orbit Mk01 (Field-Tested),23.3,0.0046220148739441,0.0619604720102706,0.0075909903786514,0,24.0,0,0,23.3,23.127823732694697
AK-47 | Orbit Mk01 (Minimal Wear),29.03333333333333,0.0042131962709176,0.0669728815023372,0.0063119099265282,0,28.0,0,0,29.03333333333333,28.0
AK-47 | Orbit Mk01 (Well-Worn),25.979310344827585,0.0038624792614359,0.0579430776223016,0.0072687892794011,0,32.0,0,0,25.979310344827585,24.52998778620377
AK-47 | Panthera onca (Battle-Scarred),202.56028368794327,0.0005265042649909,0.0429221570550088,-0.0006200793296389,0,182.0,0,0,202.56028368794327,182.0
AK-47 | Panthera onca (Factory New),675.5933333333334,0.0065497905138371,0.057946664262533,0.0150388462286303,0,915.0,0,0,675.5933333333334,666.944155989513
AK-47 | Panthera onca (Field-Tested),226.65972222222223,0.0003493793863995,0.0501321486623744,-0.0014774223358522,0,205.0,0,0,226.65972222222223,205.0
AK-47 | Panthera onca (Minimal Wear),343.4563758389262,0.0013918048151241,0.0457561086407272,0.0027039384039765,0,390.0,0,0,343.4563758389262,340.57957477783964
